start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file,Collide
940.8605,940.879,22890.0,26655.0,0.524,Echolocation,20220826_033000.WAV,
979.4765,979.4918,24609.0,27116.0,0.587,Echolocation,20220826_033000.WAV,
979.7415,979.7579,24609.0,27012.0,0.582,Echolocation,20220826_033000.WAV,
980.1545,980.1747,23750.0,27626.0,0.513,Echolocation,20220826_033000.WAV,
980.4265,980.4472,23750.0,27227.0,0.517,Echolocation,20220826_033000.WAV,
981.0225,981.0388,24609.0,27415.0,0.626,Echolocation,20220826_033000.WAV,
981.2995,981.3172,24609.0,26734.0,0.557,Echolocation,20220826_033000.WAV,
982.2745,982.2944,24609.0,27336.0,0.503,Echolocation,20220826_033000.WAV,
982.5475,982.5634,23750.0,27643.0,0.572,Echolocation,20220826_033000.WAV,
982.8155,982.8331000000001,24609.0,27821.0,0.501,Echolocation,20220826_033000.WAV,
983.3605,983.3785,23750.0,27915.0,0.503,Echolocation,20220826_033000.WAV,
983.6225,983.6416,23750.0,27651.0,0.556,Echolocation,20220826_033000.WAV,
984.2815,984.2974,23750.0,27321.0,0.66,Echolocation,20220826_033000.WAV,
984.5635,984.5791,24609.0,30050.0,0.541,Echolocation,20220826_033000.WAV,
984.8695,984.8844,24609.0,30423.0,0.571,Echolocation,20220826_033000.WAV,
985.2505,985.2627,24609.0,30764.0,0.563,Echolocation,20220826_033000.WAV,
985.9165,985.9281,25468.0,31029.0,0.544,Echolocation,20220826_033000.WAV,
987.0915,987.1086,23750.0,27297.0,0.586,Echolocation,20220826_033000.WAV,
987.8865,987.9032,23750.0,27417.0,0.572,Echolocation,20220826_033000.WAV,
988.1425,988.1613,23750.0,27605.0,0.53,Echolocation,20220826_033000.WAV,
988.6575,988.6723,23750.0,29082.0,0.679,Echolocation,20220826_033000.WAV,
988.8995,988.9125,25468.0,30402.0,0.587,Echolocation,20220826_033000.WAV,
989.1465,989.1613,23750.0,29588.0,0.648,Echolocation,20220826_033000.WAV,
989.2945,989.3068,25468.0,31759.0,0.642,Echolocation,20220826_033000.WAV,
989.5305,989.5453,24609.0,29858.0,0.505,Echolocation,20220826_033000.WAV,
990.0355,990.0498,24609.0,28308.0,0.595,Echolocation,20220826_033000.WAV,
1073.5665,1073.5772,24609.0,30783.0,0.6,Echolocation,20220826_033000.WAV,
1074.8355,1074.8498,23750.0,29174.0,0.622,Echolocation,20220826_033000.WAV,
1127.7625,1127.7802,22890.0,27196.0,0.508,Echolocation,20220826_033000.WAV,
1128.7155,1128.7312,23750.0,27543.0,0.592,Echolocation,20220826_033000.WAV,
1137.9415,1137.9534,25468.0,31117.0,0.585,Echolocation,20220826_033000.WAV,
1138.8835,1138.8991,24609.0,30920.0,0.559,Echolocation,20220826_033000.WAV,
1139.6555,1139.6689,24609.0,31239.0,0.506,Echolocation,20220826_033000.WAV,
1140.4885,1140.5022,24609.0,29836.0,0.541,Echolocation,20220826_033000.WAV,
1140.7555,1140.7701,24609.0,31560.0,0.568,Echolocation,20220826_033000.WAV,
1140.9055,1140.9203,24609.0,32375.0,0.55,Echolocation,20220826_033000.WAV,
1141.1665,1141.183,23750.0,31786.0,0.51,Echolocation,20220826_033000.WAV,
1141.3125,1141.3256,24609.0,30938.0,0.618,Echolocation,20220826_033000.WAV,
1141.5595,1141.575,24609.0,31387.0,0.583,Echolocation,20220826_033000.WAV,
1141.7045,1141.7197,23750.0,30820.0,0.534,Echolocation,20220826_033000.WAV,
1141.9645,1141.9787,24609.0,31230.0,0.62,Echolocation,20220826_033000.WAV,
1142.1145,1142.1269,23750.0,33412.0,0.653,Echolocation,20220826_033000.WAV,
1142.2575,1142.2712,23750.0,31871.0,0.618,Echolocation,20220826_033000.WAV,
1142.4005,1142.4137,23750.0,28821.0,0.633,Echolocation,20220826_033000.WAV,
1142.6555,1142.6702,23750.0,30461.0,0.559,Echolocation,20220826_033000.WAV,
1142.8135,1142.8255,23750.0,30500.0,0.631,Echolocation,20220826_033000.WAV,
1143.0695,1143.0822,23750.0,30107.0,0.675,Echolocation,20220826_033000.WAV,
1143.4885,1143.4991,23750.0,29956.0,0.596,Echolocation,20220826_033000.WAV,
1143.6335,1143.6452,23750.0,29293.0,0.509,Echolocation,20220826_033000.WAV,
1143.8935,1143.9043,24609.0,30533.0,0.651,Echolocation,20220826_033000.WAV,
1187.7285,1187.7418,24609.0,28843.0,0.607,Echolocation,20220826_033000.WAV,
1190.6875,1190.705,24609.0,28981.0,0.505,Echolocation,20220826_033000.WAV,
1190.8515,1190.8676,23750.0,28637.0,0.509,Echolocation,20220826_033000.WAV,
1197.0035,1197.02,24609.0,29204.0,0.517,Echolocation,20220826_033000.WAV,
1199.3465,1199.3609,25468.0,34237.0,0.588,Echolocation,20220826_033000.WAV,
1200.5445,1200.5589,23750.0,31599.0,0.529,Echolocation,20220826_033000.WAV,
1200.7015,1200.716,23750.0,28690.0,0.556,Echolocation,20220826_033000.WAV,
1200.9795,1200.995,23750.0,30126.0,0.602,Echolocation,20220826_033000.WAV,
1201.5445,1201.5598,22890.0,30065.0,0.56,Echolocation,20220826_033000.WAV,
1201.9905,1202.0028,25468.0,31567.0,0.657,Echolocation,20220826_033000.WAV,
1202.9605,1202.9761,23750.0,29043.0,0.544,Echolocation,20220826_033000.WAV,
1203.2265,1203.2428,22890.0,30082.0,0.551,Echolocation,20220826_033000.WAV,
1203.6575,1203.6718,22890.0,27777.0,0.542,Echolocation,20220826_033000.WAV,
1203.8095,1203.822,23750.0,30799.0,0.507,Echolocation,20220826_033000.WAV,
1204.2365,1204.2515,23750.0,29480.0,0.555,Echolocation,20220826_033000.WAV,
1204.3835,1204.3968,24609.0,30156.0,0.589,Echolocation,20220826_033000.WAV,
1204.5415,1204.5535,24609.0,30411.0,0.581,Echolocation,20220826_033000.WAV,
1205.1205,1205.133,23750.0,29845.0,0.636,Echolocation,20220826_033000.WAV,
1205.5545,1205.5691,23750.0,27250.0,0.557,Echolocation,20220826_033000.WAV,
1256.9255,1256.9335,42656.0,51189.0,0.522,Echolocation,20220826_033000.WAV,
1257.0745,1257.0822,42656.0,48184.0,0.538,Echolocation,20220826_033000.WAV,
1266.8385,1266.8544,24609.0,29048.0,0.605,Echolocation,20220826_033000.WAV,
1267.5855,1267.6023,24609.0,28603.0,0.506,Echolocation,20220826_033000.WAV,
1268.6065,1268.6229,24609.0,29168.0,0.538,Echolocation,20220826_033000.WAV,
1268.8855,1268.901,24609.0,29068.0,0.532,Echolocation,20220826_033000.WAV,
1269.4345,1269.4502,24609.0,28181.0,0.507,Echolocation,20220826_033000.WAV,
1269.7035,1269.7199,24609.0,28721.0,0.518,Echolocation,20220826_033000.WAV,
1270.1165,1270.1318,23750.0,29011.0,0.55,Echolocation,20220826_033000.WAV,
1270.3825,1270.3986,23750.0,29108.0,0.521,Echolocation,20220826_033000.WAV,
1270.6495,1270.6656,23750.0,28737.0,0.531,Echolocation,20220826_033000.WAV,
1270.9985,1271.015,23750.0,27495.0,0.613,Echolocation,20220826_033000.WAV,
1271.2735,1271.2882,22890.0,28545.0,0.547,Echolocation,20220826_033000.WAV,
1271.7105,1271.7245,23750.0,29225.0,0.576,Echolocation,20220826_033000.WAV,
1272.2605,1272.275,23750.0,28218.0,0.562,Echolocation,20220826_033000.WAV,
1306.0265,1306.0425,24609.0,28304.0,0.575,Echolocation,20220826_033000.WAV,
1343.1935,1343.2075,24609.0,29506.0,0.575,Echolocation,20220826_033000.WAV,
1345.8585,1345.8811,21171.0,27481.0,0.547,Echolocation,20220826_033000.WAV,
1347.1335,1347.1471,23750.0,30491.0,0.62,Echolocation,20220826_033000.WAV,
1347.2735,1347.2915,22031.0,28182.0,0.52,Echolocation,20220826_033000.WAV,
1348.1485,1348.1645,22890.0,27878.0,0.501,Echolocation,20220826_033000.WAV,
1348.2755,1348.2908,23750.0,28961.0,0.621,Echolocation,20220826_033000.WAV,
1349.0615,1349.0766,25468.0,28699.0,0.541,Echolocation,20220826_033000.WAV,
1351.0995,1351.1162,25468.0,28698.0,0.529,Echolocation,20220826_033000.WAV,
1351.7895,1351.8082,25468.0,28100.0,0.513,Echolocation,20220826_033000.WAV,
1351.9195,1351.9351,26328.0,32290.0,0.503,Echolocation,20220826_033000.WAV,
1352.0655,1352.0796,26328.0,30798.0,0.581,Echolocation,20220826_033000.WAV,
1352.3275,1352.3454,25468.0,29807.0,0.553,Echolocation,20220826_033000.WAV,
1352.4725,1352.4887,25468.0,29810.0,0.586,Echolocation,20220826_033000.WAV,
1352.7495,1352.7648,25468.0,30467.0,0.527,Echolocation,20220826_033000.WAV,
1352.8835,1352.8982,25468.0,30182.0,0.584,Echolocation,20220826_033000.WAV,
1353.0075,1353.0212,26328.0,31136.0,0.585,Echolocation,20220826_033000.WAV,
1353.1335,1353.148,27187.0,31125.0,0.561,Echolocation,20220826_033000.WAV,
1353.2555,1353.2698,25468.0,31586.0,0.648,Echolocation,20220826_033000.WAV,
1353.3795,1353.3913,27187.0,32703.0,0.609,Echolocation,20220826_033000.WAV,
1353.5185,1353.531,27187.0,32722.0,0.557,Echolocation,20220826_033000.WAV,
1354.2175,1354.2308,26328.0,30655.0,0.572,Echolocation,20220826_033000.WAV,
1354.3585,1354.3721,25468.0,29218.0,0.69,Echolocation,20220826_033000.WAV,
1354.4965,1354.5101,24609.0,32007.0,0.598,Echolocation,20220826_033000.WAV,
1354.6305,1354.6432,26328.0,30934.0,0.507,Echolocation,20220826_033000.WAV,
1355.3605,1355.3714,25468.0,31541.0,0.729,Echolocation,20220826_033000.WAV,
1355.6055,1355.6153,27187.0,32954.0,0.628,Echolocation,20220826_033000.WAV,
1356.7215,1356.7352,25468.0,31289.0,0.622,Echolocation,20220826_033000.WAV,
1356.8745,1356.8867,24609.0,30748.0,0.678,Echolocation,20220826_033000.WAV,
1357.0185,1357.0308,25468.0,31114.0,0.663,Echolocation,20220826_033000.WAV,
1357.1665,1357.179,25468.0,29703.0,0.577,Echolocation,20220826_033000.WAV,
1357.4335,1357.4496,24609.0,29176.0,0.569,Echolocation,20220826_033000.WAV,
1357.7155,1357.7334,23750.0,27659.0,0.567,Echolocation,20220826_033000.WAV,
1357.8795,1357.8922,25468.0,29291.0,0.686,Echolocation,20220826_033000.WAV,
1358.1475,1358.1632,24609.0,27310.0,0.655,Echolocation,20220826_033000.WAV,
1358.4285,1358.445,24609.0,29127.0,0.607,Echolocation,20220826_033000.WAV,
1358.7195,1358.7362,24609.0,27336.0,0.553,Echolocation,20220826_033000.WAV,
1358.8945,1358.9108,25468.0,28756.0,0.58,Echolocation,20220826_033000.WAV,
1359.1685,1359.1845,24609.0,27561.0,0.631,Echolocation,20220826_033000.WAV,
1359.6405,1359.6548,24609.0,31789.0,0.576,Echolocation,20220826_033000.WAV,
1359.9125,1359.9281,25468.0,30708.0,0.501,Echolocation,20220826_033000.WAV,
1360.3425,1360.3558,25468.0,30161.0,0.544,Echolocation,20220826_033000.WAV,
1360.9115,1360.9252,26328.0,29160.0,0.609,Echolocation,20220826_033000.WAV,
1361.0775,1361.0931,25468.0,29341.0,0.635,Echolocation,20220826_033000.WAV,
1361.5125,1361.5296,25468.0,29596.0,0.537,Echolocation,20220826_033000.WAV,
1362.5545,1362.5688,27187.0,32050.0,0.515,Echolocation,20220826_033000.WAV,
1362.7305,1362.7437,27187.0,31765.0,0.557,Echolocation,20220826_033000.WAV,
1364.3805,1364.3965,25468.0,30205.0,0.543,Echolocation,20220826_033000.WAV,
1365.3065,1365.3202,26328.0,30635.0,0.543,Echolocation,20220826_033000.WAV,
1365.4405,1365.4565,24609.0,29379.0,0.512,Echolocation,20220826_033000.WAV,
1365.8815,1365.8952,24609.0,28663.0,0.533,Echolocation,20220826_033000.WAV,
1366.0175,1366.031,25468.0,31330.0,0.566,Echolocation,20220826_033000.WAV,
1366.1445,1366.1559,26328.0,30976.0,0.513,Echolocation,20220826_033000.WAV,
1366.3225,1366.3345,25468.0,31606.0,0.559,Echolocation,20220826_033000.WAV,
1366.6005,1366.6111,25468.0,31903.0,0.681,Echolocation,20220826_033000.WAV,
1366.8125,1366.8245,25468.0,31416.0,0.598,Echolocation,20220826_033000.WAV,
1367.0575,1367.0696,25468.0,31069.0,0.617,Echolocation,20220826_033000.WAV,
1369.1955,1369.2102,24609.0,28802.0,0.637,Echolocation,20220826_033000.WAV,
1370.2015,1370.2171,24609.0,30203.0,0.568,Echolocation,20220826_033000.WAV,
1380.5755,1380.5915,25468.0,29721.0,0.57,Echolocation,20220826_033000.WAV,
1383.2835,1383.3014,24609.0,28301.0,0.545,Echolocation,20220826_033000.WAV,
1383.8715,1383.8885,24609.0,27649.0,0.528,Echolocation,20220826_033000.WAV,
1384.4805,1384.495,25468.0,29968.0,0.56,Echolocation,20220826_033000.WAV,
1385.6065,1385.6195,25468.0,30248.0,0.536,Echolocation,20220826_033000.WAV,
1386.6685,1386.6809,25468.0,30052.0,0.61,Echolocation,20220826_033000.WAV,
1388.7265,1388.7412,24609.0,29198.0,0.601,Echolocation,20220826_033000.WAV,
1388.8735,1388.8869,25468.0,30245.0,0.598,Echolocation,20220826_033000.WAV,
1389.7055,1389.7179,25468.0,29912.0,0.503,Echolocation,20220826_033000.WAV,
1396.1005,1396.1156,24609.0,28623.0,0.504,Echolocation,20220826_033000.WAV,
1398.5325,1398.5464,25468.0,28972.0,0.512,Echolocation,20220826_033000.WAV,
1416.2845,1416.2996,25468.0,29666.0,0.578,Echolocation,20220826_033000.WAV,
1416.4285,1416.4439,26328.0,29813.0,0.506,Echolocation,20220826_033000.WAV,
1416.6035,1416.6159,25468.0,29957.0,0.592,Echolocation,20220826_033000.WAV,
1416.8575,1416.8738,24609.0,28674.0,0.594,Echolocation,20220826_033000.WAV,
1417.1485,1417.1648,25468.0,29215.0,0.556,Echolocation,20220826_033000.WAV,
1423.5815,1423.5937,25468.0,30545.0,0.558,Echolocation,20220826_033000.WAV,
1424.4325,1424.4462,25468.0,28387.0,0.549,Echolocation,20220826_033000.WAV,
1424.8265,1424.8409,24609.0,29991.0,0.608,Echolocation,20220826_033000.WAV,
1425.2435,1425.2584,25468.0,28978.0,0.585,Echolocation,20220826_033000.WAV,
1427.8105,1427.8241,24609.0,28640.0,0.608,Echolocation,20220826_033000.WAV,
1427.9895,1428.0027,25468.0,29353.0,0.525,Echolocation,20220826_033000.WAV,
1428.5915,1428.6044,25468.0,29624.0,0.626,Echolocation,20220826_033000.WAV,
1428.8645,1428.8809,24609.0,28601.0,0.587,Echolocation,20220826_033000.WAV,
1429.1265,1429.1397,24609.0,28961.0,0.503,Echolocation,20220826_033000.WAV,
1429.3085,1429.3213,25468.0,29913.0,0.53,Echolocation,20220826_033000.WAV,
1429.5165,1429.5322,24609.0,29174.0,0.528,Echolocation,20220826_033000.WAV,
1429.7385,1429.7528,25468.0,28724.0,0.563,Echolocation,20220826_033000.WAV,
1430.0365,1430.0516,25468.0,29566.0,0.61,Echolocation,20220826_033000.WAV,
1430.5855,1430.6,25468.0,31434.0,0.622,Echolocation,20220826_033000.WAV,
1431.7705,1431.7836,24609.0,28729.0,0.545,Echolocation,20220826_033000.WAV,
1433.4265,1433.442,23750.0,28466.0,0.584,Echolocation,20220826_033000.WAV,
1503.2205,1503.2352,24609.0,27940.0,0.556,Echolocation,20220826_033000.WAV,
1504.3075,1504.3256,23750.0,28002.0,0.524,Echolocation,20220826_033000.WAV,
1505.1235,1505.141,23750.0,28501.0,0.502,Echolocation,20220826_033000.WAV,
1505.2885,1505.305,24609.0,29383.0,0.516,Echolocation,20220826_033000.WAV,
1505.5685,1505.5836,23750.0,28842.0,0.504,Echolocation,20220826_033000.WAV,
1505.8555,1505.8684,24609.0,29494.0,0.547,Echolocation,20220826_033000.WAV,
1506.1175,1506.1311,24609.0,30964.0,0.585,Echolocation,20220826_033000.WAV,
1506.3865,1506.4015,23750.0,28299.0,0.574,Echolocation,20220826_033000.WAV,
1520.2875,1520.2951,40937.0,50945.0,0.502,Echolocation,20220826_033000.WAV,
1520.3865,1520.3937,40937.0,54394.0,0.533,Echolocation,20220826_033000.WAV,
1520.5835,1520.5893,41796.0,55622.0,0.554,Echolocation,20220826_033000.WAV,
1520.6835,1520.6898,40937.0,53443.0,0.505,Echolocation,20220826_033000.WAV,
1520.7505,1520.7577,41796.0,56697.0,0.574,Echolocation,20220826_033000.WAV,
1520.8225,1520.8302,40937.0,53561.0,0.57,Echolocation,20220826_033000.WAV,
1520.9505,1520.9582,40937.0,61773.0,0.544,Echolocation,20220826_033000.WAV,
1521.0235,1521.0312,40937.0,57016.0,0.575,Echolocation,20220826_033000.WAV,
1521.1115,1521.1183,40937.0,61966.0,0.586,Echolocation,20220826_033000.WAV,
1521.2075,1521.2152,41796.0,59519.0,0.535,Echolocation,20220826_033000.WAV,
1521.3095,1521.3187,40937.0,57146.0,0.625,Echolocation,20220826_033000.WAV,
1521.4065,1521.4168,40937.0,61337.0,0.553,Echolocation,20220826_033000.WAV,
1521.5115,1521.5218,40937.0,60134.0,0.554,Echolocation,20220826_033000.WAV,
1521.6205,1521.6306,40937.0,61189.0,0.548,Echolocation,20220826_033000.WAV,
1521.7215,1521.7305,40937.0,59027.0,0.58,Echolocation,20220826_033000.WAV,
1521.8125,1521.8219,40078.0,64063.0,0.618,Echolocation,20220826_033000.WAV,
1521.8975,1521.9056,40937.0,63735.0,0.617,Echolocation,20220826_033000.WAV,
1521.9915,1521.9992,40937.0,60331.0,0.641,Echolocation,20220826_033000.WAV,
1522.0875,1522.0958,40078.0,66669.0,0.646,Echolocation,20220826_033000.WAV,
1522.1885,1522.1943,38359.0,58108.0,0.622,Echolocation,20220826_033000.WAV,
1522.2865,1522.2937,39218.0,65386.0,0.505,Echolocation,20220826_033000.WAV,
1522.4275,1522.4336,40078.0,50401.0,0.508,Echolocation,20220826_033000.WAV,
1555.1785,1555.193,25468.0,30703.0,0.541,Echolocation,20220826_033000.WAV,
1555.7125,1555.726,25468.0,29514.0,0.607,Echolocation,20220826_033000.WAV,
1556.2485,1556.2666,24609.0,29887.0,0.507,Echolocation,20220826_033000.WAV,
1556.8075,1556.823,25468.0,32839.0,0.518,Echolocation,20220826_033000.WAV,
1558.0685,1558.0818,26328.0,35440.0,0.584,Echolocation,20220826_033000.WAV,
1558.4855,1558.4954,28046.0,35086.0,0.501,Echolocation,20220826_033000.WAV,
1558.5735,1558.5855999999999,27187.0,33199.0,0.633,Echolocation,20220826_033000.WAV,
1558.9725,1558.9895,24609.0,31911.0,0.542,Echolocation,20220826_033000.WAV,
1559.4745,1559.4907,26328.0,31271.0,0.532,Echolocation,20220826_033000.WAV,
1559.7325,1559.7473,25468.0,29828.0,0.587,Echolocation,20220826_033000.WAV,
1559.9935,1560.0031,28046.0,35540.0,0.59,Echolocation,20220826_033000.WAV,
1560.2575,1560.2734,26328.0,30954.0,0.509,Echolocation,20220826_033000.WAV,
1560.4085,1560.4242,24609.0,29375.0,0.583,Echolocation,20220826_033000.WAV,
1560.6715,1560.689,24609.0,31122.0,0.558,Echolocation,20220826_033000.WAV,
1561.0875,1561.1028,25468.0,30287.0,0.613,Echolocation,20220826_033000.WAV,
1561.5125,1561.5255,25468.0,30355.0,0.535,Echolocation,20220826_033000.WAV,
1563.6035,1563.616,25468.0,29908.0,0.59,Echolocation,20220826_033000.WAV,
1563.8825,1563.8978,25468.0,29904.0,0.576,Echolocation,20220826_033000.WAV,
1564.3275,1564.3418,24609.0,30132.0,0.545,Echolocation,20220826_033000.WAV,
1580.7575,1580.7724,25468.0,30578.0,0.518,Echolocation,20220826_033000.WAV,
1582.4625,1582.476,26328.0,32977.0,0.541,Echolocation,20220826_033000.WAV,
1582.7215,1582.7407,24609.0,28088.0,0.52,Echolocation,20220826_033000.WAV,
1583.5205,1583.5346,24609.0,28956.0,0.54,Echolocation,20220826_033000.WAV,
1583.7955,1583.8091,25468.0,30018.0,0.627,Echolocation,20220826_033000.WAV,
1583.9465,1583.9598,25468.0,30796.0,0.58,Echolocation,20220826_033000.WAV,
1584.1015,1584.1148,24609.0,29721.0,0.505,Echolocation,20220826_033000.WAV,
1584.1945,1584.2071,25468.0,31484.0,0.606,Echolocation,20220826_033000.WAV,
1584.6035,1584.6162,25468.0,31004.0,0.636,Echolocation,20220826_033000.WAV,
1584.8765,1584.8893,25468.0,29142.0,0.664,Echolocation,20220826_033000.WAV,
1585.1395,1585.1546,24609.0,28948.0,0.575,Echolocation,20220826_033000.WAV,
1585.3945,1585.4101,25468.0,30449.0,0.575,Echolocation,20220826_033000.WAV,
1585.5535,1585.5683,25468.0,30510.0,0.618,Echolocation,20220826_033000.WAV,
1585.8105,1585.8235,25468.0,31256.0,0.652,Echolocation,20220826_033000.WAV,
1585.9645,1585.9783,25468.0,28913.0,0.648,Echolocation,20220826_033000.WAV,
1586.1575,1586.1738,25468.0,28330.0,0.509,Echolocation,20220826_033000.WAV,
1586.3445,1586.3576,25468.0,31235.0,0.612,Echolocation,20220826_033000.WAV,
1586.4965,1586.5098,24609.0,28875.0,0.655,Echolocation,20220826_033000.WAV,
1586.6725,1586.6874,24609.0,28267.0,0.62,Echolocation,20220826_033000.WAV,
1586.8145,1586.8279,25468.0,30651.0,0.65,Echolocation,20220826_033000.WAV,
1587.0985,1587.1117,25468.0,30815.0,0.638,Echolocation,20220826_033000.WAV,
1587.3535,1587.3685,24609.0,29054.0,0.593,Echolocation,20220826_033000.WAV,
1587.6305,1587.6456,24609.0,29479.0,0.739,Echolocation,20220826_033000.WAV,
1587.9095,1587.9238,24609.0,31050.0,0.691,Echolocation,20220826_033000.WAV,
1588.4375,1588.4545,24609.0,28009.0,0.543,Echolocation,20220826_033000.WAV,
1588.6645,1588.6801,24609.0,29336.0,0.625,Echolocation,20220826_033000.WAV,
1588.9425,1588.9573,24609.0,28166.0,0.511,Echolocation,20220826_033000.WAV,
1589.0825,1589.0948,25468.0,30530.0,0.645,Echolocation,20220826_033000.WAV,
1589.3535,1589.3698,24609.0,29847.0,0.61,Echolocation,20220826_033000.WAV,
1589.5335,1589.5506,24609.0,27386.0,0.617,Echolocation,20220826_033000.WAV,
1589.8165,1589.8319,24609.0,29380.0,0.609,Echolocation,20220826_033000.WAV,
1591.7385,1591.7554,25468.0,29574.0,0.514,Echolocation,20220826_033000.WAV,
1594.0455,1594.0617,24609.0,27947.0,0.589,Echolocation,20220826_033000.WAV,
1594.5615,1594.5766,24609.0,29036.0,0.586,Echolocation,20220826_033000.WAV,
1594.8195,1594.8364,24609.0,27347.0,0.557,Echolocation,20220826_033000.WAV,
1596.7195,1596.7373,23750.0,27679.0,0.583,Echolocation,20220826_033000.WAV,
1596.9825,1597.0002,23750.0,28008.0,0.544,Echolocation,20220826_033000.WAV,
1597.2345,1597.2534,23750.0,27259.0,0.568,Echolocation,20220826_033000.WAV,
1597.6525,1597.6706,24609.0,27271.0,0.616,Echolocation,20220826_033000.WAV,
1597.9205,1597.9367,24609.0,29848.0,0.532,Echolocation,20220826_033000.WAV,
1598.6495,1598.6632,25468.0,31918.0,0.566,Echolocation,20220826_033000.WAV,
1603.5085,1603.5225,23750.0,27900.0,0.538,Echolocation,20220826_033000.WAV,
1603.7325,1603.7459,24609.0,29653.0,0.536,Echolocation,20220826_033000.WAV,
1605.1255,1605.1391,25468.0,29647.0,0.612,Echolocation,20220826_033000.WAV,
1605.4265,1605.4375,24609.0,30333.0,0.545,Echolocation,20220826_033000.WAV,
1605.5715,1605.585,24609.0,31720.0,0.581,Echolocation,20220826_033000.WAV,
1605.7615,1605.7745,25468.0,33630.0,0.603,Echolocation,20220826_033000.WAV,
1605.8915,1605.9022,26328.0,33443.0,0.675,Echolocation,20220826_033000.WAV,
1606.0455,1606.0568,27187.0,33167.0,0.616,Echolocation,20220826_033000.WAV,
1606.1425,1606.1522,27187.0,33200.0,0.568,Echolocation,20220826_033000.WAV,
1606.3215,1606.3337,27187.0,31848.0,0.628,Echolocation,20220826_033000.WAV,
1606.4575,1606.4726,25468.0,31623.0,0.525,Echolocation,20220826_033000.WAV,
1606.6865,1606.7012,25468.0,30390.0,0.56,Echolocation,20220826_033000.WAV,
1606.9205,1606.9356,25468.0,30687.0,0.593,Echolocation,20220826_033000.WAV,
1607.1745,1607.1913,24609.0,29965.0,0.615,Echolocation,20220826_033000.WAV,
1607.4325,1607.4487,24609.0,28727.0,0.545,Echolocation,20220826_033000.WAV,
1607.6725,1607.6877,25468.0,29127.0,0.645,Echolocation,20220826_033000.WAV,
1607.8205,1607.8341,26328.0,30986.0,0.595,Echolocation,20220826_033000.WAV,
1608.0735,1608.091,24609.0,29373.0,0.518,Echolocation,20220826_033000.WAV,
1608.3365,1608.353,24609.0,29018.0,0.541,Echolocation,20220826_033000.WAV,
1608.8275,1608.843,24609.0,29430.0,0.642,Echolocation,20220826_033000.WAV,
