Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file	Selection	View	Channel
11.8325	11.8462	25468.0	31747.0	Echolocation	0.594	20220826_070000.WAV	39	Waveform 1	1
12.1085	12.122	25468.0	29842.0	Echolocation	0.611	20220826_070000.WAV	40	Waveform 1	1
12.2745	12.2897	26328.0	31464.0	Echolocation	0.501	20220826_070000.WAV	41	Waveform 1	1
12.5715	12.5841	26328.0	33494.0	Echolocation	0.565	20220826_070000.WAV	42	Waveform 1	1
12.7375	12.7516	26328.0	35238.0	Echolocation	0.576	20220826_070000.WAV	43	Waveform 1	1
12.8805	12.891	27187.0	37159.0	Echolocation	0.668	20220826_070000.WAV	44	Waveform 1	1
13.0135	13.0239	28046.0	36554.0	Echolocation	0.581	20220826_070000.WAV	45	Waveform 1	1
13.2155	13.2246	29765.0	37153.0	Echolocation	0.509	20220826_070000.WAV	46	Waveform 1	1
13.7675	13.7782	27187.0	34677.0	Echolocation	0.637	20220826_070000.WAV	47	Waveform 1	1
13.9075	13.9194	26328.0	35105.0	Echolocation	0.667	20220826_070000.WAV	48	Waveform 1	1
14.1685	14.1806	25468.0	30181.0	Echolocation	0.602	20220826_070000.WAV	49	Waveform 1	1
14.4335	14.4476	25468.0	32610.0	Echolocation	0.597	20220826_070000.WAV	50	Waveform 1	1
14.8125	14.8258	25468.0	30621.0	Echolocation	0.608	20220826_070000.WAV	51	Waveform 1	1
15.2025	15.2154	25468.0	32752.0	Echolocation	0.61	20220826_070000.WAV	52	Waveform 1	1
15.4675	15.485	24609.0	30761.0	Echolocation	0.532	20220826_070000.WAV	53	Waveform 1	1
16.1395	16.1526	25468.0	31136.0	Echolocation	0.62	20220826_070000.WAV	54	Waveform 1	1
16.4285	16.4415	25468.0	31624.0	Echolocation	0.678	20220826_070000.WAV	55	Waveform 1	1
16.5885	16.6018	26328.0	33441.0	Echolocation	0.614	20220826_070000.WAV	56	Waveform 1	1
16.8695	16.8831	25468.0	30587.0	Echolocation	0.604	20220826_070000.WAV	57	Waveform 1	1
17.1315	17.1448	25468.0	34629.0	Echolocation	0.627	20220826_070000.WAV	58	Waveform 1	1
17.4075	17.4214	25468.0	30929.0	Echolocation	0.631	20220826_070000.WAV	59	Waveform 1	1
17.5485	17.5594	27187.0	32886.0	Echolocation	0.581	20220826_070000.WAV	60	Waveform 1	1
17.8205	17.8339	25468.0	32441.0	Echolocation	0.623	20220826_070000.WAV	61	Waveform 1	1
18.0955	18.1094	25468.0	29896.0	Echolocation	0.578	20220826_070000.WAV	62	Waveform 1	1
18.3665	18.3805	25468.0	31155.0	Echolocation	0.601	20220826_070000.WAV	63	Waveform 1	1
18.5305	18.5439	25468.0	31036.0	Echolocation	0.511	20220826_070000.WAV	64	Waveform 1	1
18.6705	18.6828	26328.0	34031.0	Echolocation	0.63	20220826_070000.WAV	65	Waveform 1	1
19.2045	19.2183	25468.0	33407.0	Echolocation	0.636	20220826_070000.WAV	66	Waveform 1	1
19.6075	19.6212	25468.0	30129.0	Echolocation	0.548	20220826_070000.WAV	67	Waveform 1	1
19.8745	19.8886	25468.0	31661.0	Echolocation	0.593	20220826_070000.WAV	68	Waveform 1	1
20.1635	20.1771	25468.0	30558.0	Echolocation	0.614	20220826_070000.WAV	69	Waveform 1	1
20.4365	20.4508	25468.0	31649.0	Echolocation	0.588	20220826_070000.WAV	70	Waveform 1	1
20.5915	20.6059	25468.0	33324.0	Echolocation	0.619	20220826_070000.WAV	71	Waveform 1	1
20.8715	20.8839	25468.0	30075.0	Echolocation	0.57	20220826_070000.WAV	72	Waveform 1	1
21.1365	21.1511	25468.0	31586.0	Echolocation	0.64	20220826_070000.WAV	73	Waveform 1	1
21.4205	21.4334	25468.0	29970.0	Echolocation	0.535	20220826_070000.WAV	74	Waveform 1	1
21.6885	21.7024	25468.0	31257.0	Echolocation	0.514	20220826_070000.WAV	75	Waveform 1	1
21.9755	21.988	24609.0	29816.0	Echolocation	0.513	20220826_070000.WAV	76	Waveform 1	1
22.2425	22.2564	25468.0	31275.0	Echolocation	0.64	20220826_070000.WAV	77	Waveform 1	1
22.8245	22.8398	26328.0	31887.0	Echolocation	0.563	20220826_070000.WAV	78	Waveform 1	1
22.9785	22.992	25468.0	29580.0	Echolocation	0.585	20220826_070000.WAV	79	Waveform 1	1
24.5455	24.5572	26328.0	31586.0	Echolocation	0.622	20220826_070000.WAV	80	Waveform 1	1
24.9455	24.9573	26328.0	34905.0	Echolocation	0.634	20220826_070000.WAV	81	Waveform 1	1
25.2215	25.2342	25468.0	30485.0	Echolocation	0.525	20220826_070000.WAV	82	Waveform 1	1
25.4645	25.4788	25468.0	30439.0	Echolocation	0.584	20220826_070000.WAV	83	Waveform 1	1
25.7315	25.7458	24609.0	28485.0	Echolocation	0.517	20220826_070000.WAV	84	Waveform 1	1
26.5355	26.5501	25468.0	31255.0	Echolocation	0.569	20220826_070000.WAV	85	Waveform 1	1
26.9015	26.9178	25468.0	30522.0	Echolocation	0.557	20220826_070000.WAV	86	Waveform 1	1
26.9525	26.967	25468.0	31791.0	Echolocation	0.539	20220826_070000.WAV	87	Waveform 1	1
27.4935	27.5064	24609.0	31229.0	Echolocation	0.601	20220826_070000.WAV	88	Waveform 1	1
28.0365	28.0498	25468.0	30996.0	Echolocation	0.6	20220826_070000.WAV	89	Waveform 1	1
28.4125	28.4256	26328.0	31344.0	Echolocation	0.56	20220826_070000.WAV	90	Waveform 1	1
28.5825	28.5996	25468.0	30848.0	Echolocation	0.54	20220826_070000.WAV	91	Waveform 1	1
29.8085	29.8241	25468.0	29647.0	Echolocation	0.51	20220826_070000.WAV	92	Waveform 1	1
29.9495	29.9632	26328.0	31814.0	Echolocation	0.543	20220826_070000.WAV	93	Waveform 1	1
30.6715	30.6883	25468.0	30654.0	Echolocation	0.533	20220826_070000.WAV	1	Waveform 1	1
31.1035	31.1184	25468.0	30356.0	Echolocation	0.533	20220826_070000.WAV	2	Waveform 1	1
31.2695	31.2828	25468.0	30448.0	Echolocation	0.622	20220826_070000.WAV	3	Waveform 1	1
31.3635	31.378	25468.0	30940.0	Echolocation	0.529	20220826_070000.WAV	4	Waveform 1	1
31.5085	31.5214	26328.0	33119.0	Echolocation	0.54	20220826_070000.WAV	5	Waveform 1	1
31.9665	31.9811	24609.0	30274.0	Echolocation	0.563	20220826_070000.WAV	6	Waveform 1	1
32.8215	32.8383	24609.0	29071.0	Echolocation	0.519	20220826_070000.WAV	7	Waveform 1	1
33.4135	33.4281	24609.0	29372.0	Echolocation	0.519	20220826_070000.WAV	8	Waveform 1	1
33.5395	33.5527	26328.0	32361.0	Echolocation	0.536	20220826_070000.WAV	9	Waveform 1	1
33.7905	33.804	25468.0	30174.0	Echolocation	0.524	20220826_070000.WAV	10	Waveform 1	1
34.0415	34.0562	25468.0	31925.0	Echolocation	0.554	20220826_070000.WAV	11	Waveform 1	1
34.588499999999996	34.602199999999996	25468.0	30822.0	Echolocation	0.6	20220826_070000.WAV	12	Waveform 1	1
35.0665	35.0805	25468.0	29124.0	Echolocation	0.535	20220826_070000.WAV	13	Waveform 1	1
35.2315	35.2442	25468.0	31107.0	Echolocation	0.543	20220826_070000.WAV	14	Waveform 1	1
35.6025	35.6162	25468.0	32366.0	Echolocation	0.543	20220826_070000.WAV	15	Waveform 1	1
35.6755	35.688900000000004	25468.0	31083.0	Echolocation	0.526	20220826_070000.WAV	16	Waveform 1	1
35.7625	35.7746	25468.0	31249.0	Echolocation	0.551	20220826_070000.WAV	17	Waveform 1	1
35.8175	35.8299	25468.0	29639.0	Echolocation	0.545	20220826_070000.WAV	18	Waveform 1	1
36.0375	36.0529	24609.0	33016.0	Echolocation	0.561	20220826_070000.WAV	19	Waveform 1	1
36.0935	36.105199999999996	25468.0	30030.0	Echolocation	0.502	20220826_070000.WAV	20	Waveform 1	1
36.3645	36.3768	25468.0	30205.0	Echolocation	0.635	20220826_070000.WAV	21	Waveform 1	1
36.4315	36.4443	26328.0	31672.0	Echolocation	0.582	20220826_070000.WAV	22	Waveform 1	1
36.5595	36.5713	25468.0	30723.0	Echolocation	0.531	20220826_070000.WAV	23	Waveform 1	1
36.6475	36.6611	25468.0	30117.0	Echolocation	0.52	20220826_070000.WAV	24	Waveform 1	1
36.8575	36.8685	25468.0	31714.0	Echolocation	0.575	20220826_070000.WAV	25	Waveform 1	1
36.9165	36.9292	25468.0	30713.0	Echolocation	0.528	20220826_070000.WAV	26	Waveform 1	1
37.1975	37.2108	25468.0	31332.0	Echolocation	0.639	20220826_070000.WAV	27	Waveform 1	1
37.286500000000004	37.2976	26328.0	32137.0	Echolocation	0.568	20220826_070000.WAV	28	Waveform 1	1
37.5565	37.5667	25468.0	31172.0	Echolocation	0.535	20220826_070000.WAV	29	Waveform 1	1
37.6245	37.6388	25468.0	30279.0	Echolocation	0.582	20220826_070000.WAV	30	Waveform 1	1
37.9165	37.9274	25468.0	30816.0	Echolocation	0.584	20220826_070000.WAV	31	Waveform 1	1
38.079499999999996	38.0935	25468.0	30206.0	Echolocation	0.608	20220826_070000.WAV	32	Waveform 1	1
38.3715	38.3846	24609.0	29198.0	Echolocation	0.612	20220826_070000.WAV	33	Waveform 1	1
38.7885	38.8017	26328.0	33569.0	Echolocation	0.536	20220826_070000.WAV	34	Waveform 1	1
38.9275	38.9417	26328.0	33757.0	Echolocation	0.539	20220826_070000.WAV	35	Waveform 1	1
39.1105	39.1259	24609.0	29889.0	Echolocation	0.556	20220826_070000.WAV	36	Waveform 1	1
39.2675	39.2812	24609.0	28615.0	Echolocation	0.641	20220826_070000.WAV	37	Waveform 1	1
39.4225	39.4385	25468.0	31881.0	Echolocation	0.586	20220826_070000.WAV	38	Waveform 1	1
39.5715	39.5871	25468.0	31701.0	Echolocation	0.581	20220826_070000.WAV	39	Waveform 1	1
39.7315	39.7455	24609.0	29919.0	Echolocation	0.584	20220826_070000.WAV	40	Waveform 1	1
39.8655	39.8789	25468.0	28937.0	Echolocation	0.614	20220826_070000.WAV	41	Waveform 1	1
40.0105	40.0268	24609.0	30744.0	Echolocation	0.562	20220826_070000.WAV	42	Waveform 1	1
40.4335	40.4475	25468.0	30794.0	Echolocation	0.583	20220826_070000.WAV	43	Waveform 1	1
40.5405	40.5522	26328.0	33512.0	Echolocation	0.651	20220826_070000.WAV	44	Waveform 1	1
40.5945	40.6077	25468.0	30227.0	Echolocation	0.526	20220826_070000.WAV	45	Waveform 1	1
41.1565	41.1729	25468.0	31421.0	Echolocation	0.509	20220826_070000.WAV	46	Waveform 1	1
41.4785	41.4902	25468.0	30202.0	Echolocation	0.634	20220826_070000.WAV	47	Waveform 1	1
41.6335	41.6465	25468.0	30006.0	Echolocation	0.6	20220826_070000.WAV	48	Waveform 1	1
41.8075	41.8194	25468.0	30283.0	Echolocation	0.528	20220826_070000.WAV	49	Waveform 1	1
41.8625	41.8767	24609.0	32553.0	Echolocation	0.524	20220826_070000.WAV	50	Waveform 1	1
42.1115	42.1242	25468.0	30799.0	Echolocation	0.584	20220826_070000.WAV	51	Waveform 1	1
42.2275	42.2397	25468.0	31093.0	Echolocation	0.54	20220826_070000.WAV	52	Waveform 1	1
42.3395	42.3515	25468.0	30812.0	Echolocation	0.586	20220826_070000.WAV	53	Waveform 1	1
43.1685	43.183	26328.0	31519.0	Echolocation	0.538	20220826_070000.WAV	54	Waveform 1	1
44.5525	44.568	25468.0	29867.0	Echolocation	0.642	20220826_070000.WAV	55	Waveform 1	1
44.6945	44.708600000000004	26328.0	31256.0	Echolocation	0.632	20220826_070000.WAV	56	Waveform 1	1
45.5065	45.5207	26328.0	31425.0	Echolocation	0.608	20220826_070000.WAV	57	Waveform 1	1
46.058499999999995	46.073499999999996	25468.0	30099.0	Echolocation	0.576	20220826_070000.WAV	58	Waveform 1	1
47.0465	47.060900000000004	25468.0	30499.0	Echolocation	0.584	20220826_070000.WAV	59	Waveform 1	1
47.1575	47.1706	26328.0	33179.0	Echolocation	0.604	20220826_070000.WAV	60	Waveform 1	1
47.4725	47.4871	25468.0	31154.0	Echolocation	0.604	20220826_070000.WAV	61	Waveform 1	1
47.6995	47.714200000000005	25468.0	32971.0	Echolocation	0.558	20220826_070000.WAV	62	Waveform 1	1
47.8985	47.912800000000004	25468.0	31717.0	Echolocation	0.604	20220826_070000.WAV	63	Waveform 1	1
48.414500000000004	48.4272	27187.0	33376.0	Echolocation	0.564	20220826_070000.WAV	64	Waveform 1	1
48.4715	48.4884	24609.0	30179.0	Echolocation	0.55	20220826_070000.WAV	65	Waveform 1	1
49.0775	49.094300000000004	25468.0	30744.0	Echolocation	0.537	20220826_070000.WAV	66	Waveform 1	1
49.679500000000004	49.6922	25468.0	30218.0	Echolocation	0.661	20220826_070000.WAV	67	Waveform 1	1
49.9895	50.0021	25468.0	31062.0	Echolocation	0.588	20220826_070000.WAV	68	Waveform 1	1
50.432500000000005	50.447500000000005	23750.0	27936.0	Echolocation	0.537	20220826_070000.WAV	69	Waveform 1	1
50.4615	50.4748	25468.0	28969.0	Echolocation	0.502	20220826_070000.WAV	70	Waveform 1	1
51.1255	51.1376	26328.0	31975.0	Echolocation	0.546	20220826_070000.WAV	71	Waveform 1	1
51.3765	51.3896	25468.0	29184.0	Echolocation	0.635	20220826_070000.WAV	72	Waveform 1	1
51.4225	51.4358	25468.0	30732.0	Echolocation	0.551	20220826_070000.WAV	73	Waveform 1	1
51.576499999999996	51.5881	26328.0	32187.0	Echolocation	0.573	20220826_070000.WAV	74	Waveform 1	1
52.0135	52.025999999999996	26328.0	31240.0	Echolocation	0.579	20220826_070000.WAV	75	Waveform 1	1
52.1305	52.146	25468.0	29373.0	Echolocation	0.582	20220826_070000.WAV	76	Waveform 1	1
52.302499999999995	52.3146	27187.0	31023.0	Echolocation	0.546	20220826_070000.WAV	77	Waveform 1	1
52.4645	52.476299999999995	26328.0	32140.0	Echolocation	0.605	20220826_070000.WAV	78	Waveform 1	1
52.563500000000005	52.579	24609.0	29491.0	Echolocation	0.554	20220826_070000.WAV	79	Waveform 1	1
52.7455	52.759100000000004	25468.0	31204.0	Echolocation	0.654	20220826_070000.WAV	80	Waveform 1	1
53.305499999999995	53.323	24609.0	28880.0	Echolocation	0.53	20220826_070000.WAV	81	Waveform 1	1
53.9695	53.982299999999995	26328.0	33434.0	Echolocation	0.59	20220826_070000.WAV	82	Waveform 1	1
54.435500000000005	54.4484	25468.0	33477.0	Echolocation	0.615	20220826_070000.WAV	83	Waveform 1	1
55.0505	55.061499999999995	27187.0	33278.0	Echolocation	0.595	20220826_070000.WAV	84	Waveform 1	1
55.3125	55.3277	24609.0	28791.0	Echolocation	0.566	20220826_070000.WAV	85	Waveform 1	1
55.3825	55.395700000000005	25468.0	29874.0	Echolocation	0.519	20220826_070000.WAV	86	Waveform 1	1
55.6965	55.708600000000004	26328.0	33649.0	Echolocation	0.635	20220826_070000.WAV	87	Waveform 1	1
56.2415	56.2549	27187.0	32967.0	Echolocation	0.539	20220826_070000.WAV	88	Waveform 1	1
56.4055	56.4193	26328.0	32135.0	Echolocation	0.526	20220826_070000.WAV	89	Waveform 1	1
56.8975	56.9123	26328.0	33774.0	Echolocation	0.56	20220826_070000.WAV	90	Waveform 1	1
57.3535	57.3665	27187.0	34662.0	Echolocation	0.554	20220826_070000.WAV	91	Waveform 1	1
57.6655	57.6776	26328.0	33969.0	Echolocation	0.613	20220826_070000.WAV	92	Waveform 1	1
57.9585	57.9711	24609.0	29505.0	Echolocation	0.526	20220826_070000.WAV	93	Waveform 1	1
58.2695	58.2812	25468.0	33223.0	Echolocation	0.613	20220826_070000.WAV	94	Waveform 1	1
58.423500000000004	58.4354	26328.0	34476.0	Echolocation	0.57	20220826_070000.WAV	95	Waveform 1	1
58.7385	58.7494	25468.0	31753.0	Echolocation	0.565	20220826_070000.WAV	96	Waveform 1	1
59.0505	59.061800000000005	26328.0	32853.0	Echolocation	0.571	20220826_070000.WAV	97	Waveform 1	1
59.5085	59.5226	24609.0	29661.0	Echolocation	0.572	20220826_070000.WAV	98	Waveform 1	1
59.805499999999995	59.8181	25468.0	32521.0	Echolocation	0.58	20220826_070000.WAV	99	Waveform 1	1
60.1085	60.1213	25468.0	30584.0	Echolocation	0.576	20220826_070000.WAV	1	Waveform 1	1
60.2765	60.2874	26328.0	32493.0	Echolocation	0.557	20220826_070000.WAV	2	Waveform 1	1
60.5715	60.5849	24609.0	29725.0	Echolocation	0.542	20220826_070000.WAV	3	Waveform 1	1
60.8765	60.888	25468.0	33027.0	Echolocation	0.592	20220826_070000.WAV	4	Waveform 1	1
60.9555	60.9674	24609.0	29161.0	Echolocation	0.598	20220826_070000.WAV	5	Waveform 1	1
61.6365	61.6481	26328.0	32717.0	Echolocation	0.63	20220826_070000.WAV	6	Waveform 1	1
62.7735	62.7867	25468.0	30273.0	Echolocation	0.54	20220826_070000.WAV	7	Waveform 1	1
63.0445	63.0575	24609.0	29036.0	Echolocation	0.528	20220826_070000.WAV	8	Waveform 1	1
63.3835	63.3975	25468.0	30489.0	Echolocation	0.526	20220826_070000.WAV	9	Waveform 1	1
63.6055	63.6198	24609.0	28553.0	Echolocation	0.532	20220826_070000.WAV	10	Waveform 1	1
63.9795	63.9924	25468.0	30693.0	Echolocation	0.528	20220826_070000.WAV	11	Waveform 1	1
64.5555	64.5695	24609.0	29761.0	Echolocation	0.507	20220826_070000.WAV	12	Waveform 1	1
64.9405	64.9533	25468.0	30251.0	Echolocation	0.514	20220826_070000.WAV	13	Waveform 1	1
66.0555	66.0692	24609.0	29897.0	Echolocation	0.527	20220826_070000.WAV	14	Waveform 1	1
66.5415	66.5548	25468.0	30338.0	Echolocation	0.591	20220826_070000.WAV	15	Waveform 1	1
66.9255	66.9379	24609.0	29080.0	Echolocation	0.514	20220826_070000.WAV	16	Waveform 1	1
68.7995	68.8133	24609.0	28786.0	Echolocation	0.502	20220826_070000.WAV	17	Waveform 1	1
69.9625	69.9799	24609.0	29633.0	Echolocation	0.512	20220826_070000.WAV	18	Waveform 1	1
70.5135	70.5304	25468.0	30183.0	Echolocation	0.5	20220826_070000.WAV	19	Waveform 1	1
72.39750000000001	72.4092	24609.0	30207.0	Echolocation	0.631	20220826_070000.WAV	20	Waveform 1	1
73.4815	73.4917	27187.0	34282.0	Echolocation	0.532	20220826_070000.WAV	21	Waveform 1	1
73.6235	73.6374	25468.0	33898.0	Echolocation	0.525	20220826_070000.WAV	22	Waveform 1	1
73.8165	73.8299	24609.0	29276.0	Echolocation	0.561	20220826_070000.WAV	23	Waveform 1	1
73.8495	73.86410000000001	26328.0	32030.0	Echolocation	0.512	20220826_070000.WAV	24	Waveform 1	1
74.3865	74.3999	26328.0	34961.0	Echolocation	0.622	20220826_070000.WAV	25	Waveform 1	1
74.7915	74.807	25468.0	33010.0	Echolocation	0.589	20220826_070000.WAV	26	Waveform 1	1
75.0015	75.0151	26328.0	30644.0	Echolocation	0.51	20220826_070000.WAV	27	Waveform 1	1
75.0575	75.0721	24609.0	29547.0	Echolocation	0.534	20220826_070000.WAV	28	Waveform 1	1
75.1985	75.2123	25468.0	33954.0	Echolocation	0.607	20220826_070000.WAV	29	Waveform 1	1
75.8675	75.8796	26328.0	31697.0	Echolocation	0.609	20220826_070000.WAV	30	Waveform 1	1
75.9625	75.9764	25468.0	32704.0	Echolocation	0.581	20220826_070000.WAV	31	Waveform 1	1
76.2825	76.2949	25468.0	30923.0	Echolocation	0.623	20220826_070000.WAV	32	Waveform 1	1
76.8485	76.8599	26328.0	33207.0	Echolocation	0.623	20220826_070000.WAV	33	Waveform 1	1
77.1385	77.1497	27187.0	34066.0	Echolocation	0.562	20220826_070000.WAV	34	Waveform 1	1
77.60249999999999	77.61449999999999	26328.0	32018.0	Echolocation	0.543	20220826_070000.WAV	35	Waveform 1	1
77.6725	77.6861	26328.0	32693.0	Echolocation	0.511	20220826_070000.WAV	36	Waveform 1	1
77.8955	77.90780000000001	25468.0	31399.0	Echolocation	0.595	20220826_070000.WAV	37	Waveform 1	1
78.1745	78.18469999999999	26328.0	32154.0	Echolocation	0.564	20220826_070000.WAV	38	Waveform 1	1
79.5055	79.5187	26328.0	31800.0	Echolocation	0.595	20220826_070000.WAV	39	Waveform 1	1
80.7505	80.7602	28046.0	37796.0	Echolocation	0.511	20220826_070000.WAV	40	Waveform 1	1
81.5295	81.5449	26328.0	32465.0	Echolocation	0.509	20220826_070000.WAV	41	Waveform 1	1
81.6615	81.67320000000001	27187.0	33231.0	Echolocation	0.612	20220826_070000.WAV	42	Waveform 1	1
81.8065	81.8209	26328.0	35490.0	Echolocation	0.517	20220826_070000.WAV	43	Waveform 1	1
82.1785	82.1914	24609.0	32144.0	Echolocation	0.513	20220826_070000.WAV	44	Waveform 1	1
82.26050000000001	82.2741	27187.0	34112.0	Echolocation	0.572	20220826_070000.WAV	45	Waveform 1	1
82.4765	82.48740000000001	27187.0	32595.0	Echolocation	0.593	20220826_070000.WAV	46	Waveform 1	1
82.76650000000001	82.7793	25468.0	30555.0	Echolocation	0.56	20220826_070000.WAV	47	Waveform 1	1
83.0645	83.0781	26328.0	31627.0	Echolocation	0.537	20220826_070000.WAV	48	Waveform 1	1
83.2165	83.22800000000001	26328.0	33792.0	Echolocation	0.599	20220826_070000.WAV	49	Waveform 1	1
83.5115	83.5251	25468.0	29639.0	Echolocation	0.509	20220826_070000.WAV	50	Waveform 1	1
83.9495	83.9616	26328.0	33709.0	Echolocation	0.61	20220826_070000.WAV	51	Waveform 1	1
84.2535	84.2666	24609.0	31716.0	Echolocation	0.574	20220826_070000.WAV	52	Waveform 1	1
84.6955	84.7089	26328.0	33395.0	Echolocation	0.579	20220826_070000.WAV	53	Waveform 1	1
84.9005	84.9174	25468.0	29364.0	Echolocation	0.521	20220826_070000.WAV	54	Waveform 1	1
84.9915	85.0059	24609.0	31044.0	Echolocation	0.579	20220826_070000.WAV	55	Waveform 1	1
85.2875	85.3011	25468.0	33084.0	Echolocation	0.589	20220826_070000.WAV	56	Waveform 1	1
85.5915	85.6055	26328.0	33308.0	Echolocation	0.551	20220826_070000.WAV	57	Waveform 1	1
85.89150000000001	85.9059	24609.0	29992.0	Echolocation	0.564	20220826_070000.WAV	58	Waveform 1	1
86.2005	86.2157	25468.0	31755.0	Echolocation	0.551	20220826_070000.WAV	59	Waveform 1	1
86.5155	86.5298	24609.0	30677.0	Echolocation	0.599	20220826_070000.WAV	60	Waveform 1	1
86.8325	86.8454	25468.0	32659.0	Echolocation	0.591	20220826_070000.WAV	61	Waveform 1	1
86.9825	86.9921	27187.0	34421.0	Echolocation	0.634	20220826_070000.WAV	62	Waveform 1	1
87.2875	87.3015	25468.0	30412.0	Echolocation	0.581	20220826_070000.WAV	63	Waveform 1	1
87.5885	87.6007	26328.0	32628.0	Echolocation	0.676	20220826_070000.WAV	64	Waveform 1	1
88.03450000000001	88.0495	24609.0	29699.0	Echolocation	0.566	20220826_070000.WAV	65	Waveform 1	1
88.3435	88.35810000000001	26328.0	32128.0	Echolocation	0.542	20220826_070000.WAV	66	Waveform 1	1
88.9335	88.9457	24609.0	29854.0	Echolocation	0.553	20220826_070000.WAV	67	Waveform 1	1
89.0995	89.1121	26328.0	32939.0	Echolocation	0.564	20220826_070000.WAV	68	Waveform 1	1
89.22749999999999	89.2389	25468.0	33882.0	Echolocation	0.636	20220826_070000.WAV	69	Waveform 1	1
89.45349999999999	89.4636	27187.0	35017.0	Echolocation	0.639	20220826_070000.WAV	70	Waveform 1	1
89.6935	89.7077	24609.0	30328.0	Echolocation	0.625	20220826_070000.WAV	71	Waveform 1	1
89.9925	90.0026	28046.0	34761.0	Echolocation	0.631	20220826_070000.WAV	72	Waveform 1	1
